,Location,lat,lng
6153,"Morganton, NC",35.7408,-81.7002
6154,"Pendleton, OR",45.6757,-118.8201
6155,"Hartville, OH",40.9618,-81.3348
6156,"Vinton, VA",37.2746,-79.8887
6157,"Whites Creek, TN",36.26589,-86.83083
6158,"Catasauqua, PA",40.6531,-75.4643
6159,"Bradford, RI",41.3944,-71.7541
6160,"Croswell, MI",43.2736,-82.6177
6161,"Hubbard, OR",45.1819,-122.8072
6162,"Princeton, MN",45.5688,-93.5899
6163,"Port Wentworth, GA",32.1951,-81.1991
6164,"Cressona, PA",40.6304,-76.1939
6165,"Rensselaer, IN",40.9375,-87.1684
6166,"Las Vegas, NM",35.6011,-105.2206
6167,"Greenville, SC",34.8354,-82.3646
6168,"Peachtree, GA",33.39678,-84.59576
6169,"Orange, MA",33.8464,-118.04673
6170,"Nolanville, TX",31.0754,-97.609
6171,"De Pere, WI",44.4308,-88.0785
6172,"Potterville, MI",42.6299,-84.7433
6173,"Toughkenamon, PA",39.8313,-75.7565
6174,"Plymouth, IN",41.3483,-86.3187
6175,"Darien, IL",41.7448,-87.9822
6176,"Brookfield, WI",43.064,-88.1231
6177,"Urbancrest, OH",39.9017,-83.0859
6178,"Farley, IA",42.4438,-91.0093
6179,"Collinston, UT",41.77465,-112.09495
6180,"Hatfield, MA",42.37092,-72.59814
6181,"Gwinner, ND",46.2358,-97.6696
6182,"Genoa, IL",42.0926,-88.6964
6183,"Duluth, MN",46.7756,-92.1393
6184,"Madison, ME",44.79756,-69.87978
6185,"Flemington, NJ",40.5087,-74.8599
6186,"New Market, VA",38.6459,-78.6709
6187,"Torrington, CT",41.8349,-73.1282
6188,"Muscle Shoals, AL",34.7432,-87.6343
6189,"Mercersburg, PA",39.8318,-77.9028
6190,"Saint Joseph, MN",45.56496,-94.31833
6191,"Lanham, MD",38.962,-76.8421
6192,"Anthony, NM",32.0131,-106.5984
6193,"Phillipston, MA",42.5487,-72.13286
6194,"Louisa, VA",38.0212,-77.9986
6195,"Robbins, NC",35.4279,-79.5828
6196,"Sheldon Springs, VT",44.90616,-72.97763
6197,"Petersburg, MI",41.8993,-83.7136
6198,"Bloomington, MN",44.8306,-93.3151
6199,"Point Pleasant, WV",38.853,-82.1303
6200,"Dyer, IN",41.4977,-87.509
6201,"North Brunswick, NJ",40.48622,-74.45182
6202,"Whitestone, NY",40.79455,-73.81847
6203,"Vicksburg, MS",32.3173,-90.8868
6204,"Peach Glen, PA",40.02315,-77.22998
6205,"Neville Island, PA",40.50479,-80.10256
6206,"Lyons Falls, NY",43.617,-75.3618
6207,"Sheffield Village, OH",41.42115,-82.09626
6208,"Spearfish, SD",44.4909,-103.8155
6209,"Sanger, TX",33.3715,-97.1678
6210,"Morristown, TN",36.2043,-83.3001
6211,"Fontana, CA",34.0968,-117.4599
6212,"Leola, AR",34.17,-92.5914
6213,"Eden Valley, MN",45.3255,-94.5456
6214,"Mount Pocono, PA",41.1225,-75.3582
6215,"Dallas, PA",32.40736,-87.0211
6216,"East Grand Forks, MN",47.9286,-97.0138
6217,"Seekonk, MA",41.80843,-71.337
6218,"Duarte, CA",34.161,-117.9504
6219,"West Babylon, NY",40.7129,-73.3585
6220,"Martinsburg, PA",40.3109,-78.3243
6221,"Newtown, PA",40.2289,-74.9323
6222,"Northeast Heights, MD",39.92928,-75.2963
6223,"Hyde Park, UT",41.8008,-111.8121
6224,"Chesaning, MI",43.1851,-84.12
6225,"Elmira Heights, NY",42.1267,-76.8254
6226,"Hurlock, MD",38.6268,-75.864
6227,"Marcy, NY",43.1373,-75.268
6228,"Mount Pleasant Mills, PA",40.7247,-77.02
6229,"Lakewood, CA",33.8471,-118.1222
6230,"Onsted, MI",42.0061,-84.1893
6231,"Broken Bow, OK",34.0292,-94.7426
6232,"Robstown, TX",27.794,-97.6692
6233,"Chantilly, VA",38.8868,-77.4453
6234,"Humboldt, TN",35.8271,-88.9058
6235,"Belleville, IL",38.5164,-89.99
6236,"Oceanside, CA",33.2247,-117.3083
6237,"Conover, NC",35.7154,-81.2174
6238,"Manteno, IL",41.247,-87.8457
6239,"Newport, OR",44.6242,-124.0513
6240,"Grapeview, WA",47.3316,-122.8413
6241,"Prescott, WI",44.7523,-92.7882
6242,"La Crosse, WI",43.8241,-91.2268
6243,"Spring Grove, IL",42.4545,-88.2399
6244,"ST. PAUL, MN",44.94441,-93.09327
6245,"Beaver Creek, OH",39.70923,-84.06327
6246,"Newark, NY",43.0418,-77.093
6247,"Palm Bay, FL",27.9631,-80.6593
6248,"Ivyland, PA",40.2083,-75.0733
6249,"Belcamp, MD",39.469,-76.23329
6250,"Foreman, AR",33.7198,-94.3979
6251,"Payson, UT",40.0355,-111.739
6252,"Palmyra, MO",39.7978,-91.5265
6253,"Wasco, CA",35.5938,-119.3671
6254,"Coventry, CT",41.78198,-72.3365
6255,"Kathleen, GA",32.49598,-83.60768
6256,"Maybrook, NY",41.4881,-74.213
6257,"Corpus Christi, TX",27.7254,-97.3767
6258,"Kenedy, TX",28.8176,-97.8518
6259,"Puckett, MS",32.0872,-89.7819
6260,"Brockton, MA",42.0821,-71.0242
6261,"Clinton, MI",42.0699,-83.9687
6262,"Steubenville, OH",40.3653,-80.6519
6263,"Brookfield, CT",42.26676,-72.08285
6264,"Sherwood, OR",45.3594,-122.8427
6265,"Mount Pleasant, MI",43.5966,-84.7759
6266,"Newaygo, MI",43.4162,-85.8031
6267,"Shelbyville, TN",35.4987,-86.4517
6268,"Addison, TX",32.959,-96.8355
6269,"East Moline, IL",41.5199,-90.3879
6270,"Broadbent, OR",43.009,-124.14649
6271,"Finleyville, PA",40.2528,-80.002
6272,"Woodstock, IL",42.3096,-88.4353
6273,"Greenville, TX",33.1116,-96.1099
6274,"Walton hills, OH",41.36561,-81.56123
6275,"Zellwood, FL",28.7294,-81.5895
6276,"Ozone Park, NY",40.67677,-73.84375
6277,"Rogersville, MO",37.1148,-93.0742
6278,"Beaumont, TX",30.0849,-94.1451
6279,"Sugarloaf, PA",-43.59833,172.64013
6280,"Palm Springs, FL",26.6348,-80.0969
6281,"Monmouth, OR",44.8505,-123.2284
6282,"Fairdale, KY",38.10507,-85.75885
6283,"Lewiston Woodville, NC",36.1141,-77.1811
6284,"Rebersburg, PA",40.9427,-77.4441
6285,"Buffalo, WV",38.6108,-81.9817
6286,"Independence, MO",39.0871,-94.3501
6287,"Piscataway Township, NJ",40.49927,-74.39904
6288,"Spencer, MA",42.24398,-71.9923
6289,"Whitelaw, WI",44.1453,-87.8278
6290,"Port Washington, WI",43.3846,-87.8855
6291,"Randolph, NJ",40.84829,-74.58148
6292,"Orange, CT",41.27843,-73.02566
6293,"Ypsilanti, MI",42.244,-83.6208
6294,"Holcomb, KS",37.9859,-100.9936
6295,"Semmes, AL",30.7899,-88.2389
6296,"Poth, TX",29.0726,-98.0809
6297,"White Marsh, MD",39.3819,-76.4574
6298,"Hampton, NJ",40.70704,-74.956
6299,"Brunswick, ME",43.91452,-69.96533
6300,"Danielson, CT",41.8086,-71.8854
6301,"Oakdale, MN",44.9876,-92.9641
6302,"St Albans, VT",44.81088,-73.08319
6303,"La Vernia, TX",29.3542,-98.1219
6304,"Leland, NC",34.2042,-78.0279
6305,"Fairfield, IA",41.0064,-91.9667
6306,"Norwood, MN",-20.04833,28.46861
6307,"Ferriday, LA",31.6343,-91.5562
6308,"Rockwall, TX",32.9169,-96.4374
6309,"New Gloucester, ME",43.96285,-70.28255
6310,"Taylorville, IL",39.5328,-89.2804
6311,"Claudville, VA",36.58958,-80.41839
6312,"Brewer, ME",44.7835,-68.7352
6313,"Farmington, CT",41.71982,-72.83204
6314,"Turtle Creek, PA",40.4085,-79.8214
6315,"Harleyville, SC",33.213,-80.4478
6316,"New Harmony, UT",37.4803,-113.3096
6317,"Ossineke, MI",44.9072,-83.4287
6318,"Twinsburg, OH",41.322,-81.4451
6319,"Othello, WA",46.8221,-119.1653
6320,"Muncy, PA",41.2021,-76.7854
6321,"Amazonia, MO",39.8888,-94.8927
6322,"Decatur, GA",33.7711,-84.2963
6323,"CAMP SPRINGS, MD",38.804,-76.90664
6324,"Byron, MN",44.0378,-92.6409
6325,"Sayreville, NJ",40.4656,-74.3237
6326,"Teutopolis, IL",39.132,-88.4795
6327,"Middleburg, FL",30.0502,-81.9011
6328,"Bastrop, TX",30.1113,-97.3176
6329,"Jefferson, PA",39.8156,-76.841
6330,"Rapid City, SD",44.0716,-103.2204
6331,"PORT ST LUCIE, FL",27.29393,-80.35033
6332,"Hillsboro, AL",34.6407,-87.1838
6333,"Upper Sandusky, OH",40.8298,-83.2721
6334,"Spring Hope, NC",35.9441,-78.109
6335,"Fenton, MO",38.5279,-90.4488
6336,"Breinigsville, PA",40.5394,-75.6347
6337,"Pullman, IL",41.69429,-87.60874
6338,"Rexburg, ID",43.8226,-111.7919
6339,"Prestonsburg, KY",37.6819,-82.7661
6340,"Heyburn, ID",42.5599,-113.7624
6341,"Glenmont, NY",42.6048,-73.76957
6342,"Beltsville, MD",39.0394,-76.9211
6343,"Edmore, MI",43.4073,-85.0367
6344,"Hallandale, FL",25.9812,-80.14838
6345,"Washburn, ME",46.79004,-68.15753
6346,"Millersburg, IN",41.5277,-85.6964
6347,"Pomona, NY",41.1891,-74.0543
6348,"Lafayette, CO",39.9946,-105.0998
6349,"Denver, CO",39.762,-104.8758
6350,"Winthrop, MN",44.5424,-94.3598
6351,"Delphi, IN",40.5834,-86.6668
6352,"Booneville, AR",35.1392,-93.9178
6353,"East Petersburg, PA",40.1006,-76.3511
6354,"Walker, MI",42.9853,-85.7446
6355,"Somonauk, IL",41.6419,-88.6733
6356,"Dillon, SC",34.4233,-79.3689
6357,"New London, NC",35.4348,-80.2198
6358,"Oxford, MA",33.61427,-85.83496
6359,"Knox, IN",41.291,-86.6212
6360,"Dalton, GA",34.769,-84.972
6361,"Rock Tavern, NY",41.4662,-74.19126
6362,"Capitola, CA",36.9773,-121.9537
6363,"Madawaska, ME",47.35532,-68.32171
6364,"Mira Loma, CA",33.99251,-117.51644
6365,"Kennerdell, PA",41.2787,-79.8219
6366,"Henderson, NV",36.0133,-115.0381
6367,"Osage, IA",43.2827,-92.8113
6368,"Sugar Creek, MO",39.1433,-94.3994
6369,"Greenwood, MO",38.8508,-94.3377
6370,"Waterloo, IA",42.4918,-92.3522
6371,"Olney, IL",38.7285,-88.0839
6372,"Custer, SD",43.7668,-103.6006
6373,"Woodlake, CA",36.4122,-119.1
6374,"Mauldin, SC",34.7821,-82.3032
6375,"Skowhegan, ME",44.76506,-69.71922
6376,"Millington, MD",39.2629,-75.836
6377,"Obetz, OH",39.8671,-82.9451
6378,"Nettleton, MS",34.0852,-88.6248
6379,"Bossier City, LA",32.5224,-93.6668
6380,"Charleroi, PA",40.1384,-79.9002
6381,"Newfields, NH",43.03703,-70.93839
6382,"Howard City, MI",43.3947,-85.4683
6383,"Byhalia, MS",34.869,-89.689
6384,"Stanley, NC",35.3552,-81.0938
6385,"Bloomingdale, NJ",41.03,-74.3319
6386,"Warrens, WI",44.1287,-90.5156
6387,"Huntington, IN",40.881,-85.5063
6388,"Dayton, VA",38.4173,-78.9412
6389,"Pageland, SC",34.772,-80.3897
6390,"Storrs, CT",41.8083,-72.2514
6391,"Washington, MI",47.97898,-122.20208
6392,"Mehoopany, PA",41.54258,-76.07187
6393,"Bennettsville, SC",34.6303,-79.6875
6394,"Cajon, CA",32.79477,-116.96253
6395,"Cottage Grove, MN",44.8161,-92.9274
6396,"Hugo, MN",45.1671,-92.9588
6397,"Georgetown, DE",38.6894,-75.3872
6398,"Lynden, WA",48.9502,-122.4545
6399,"Saint Joe, IN",41.31533,-84.90135
6400,"Coffeyville, KS",37.0519,-95.618
6401,"Idaho Springs, CO",39.7444,-105.5006
6402,"Bellport, NY",40.754,-72.9422
6403,"Doylestown, PA",40.31011,-75.12989
6404,"Williamston, MI",42.6834,-84.2836
6405,"Clyman, WI",43.3116,-88.7232
6406,"East Hanover, NJ",40.79677,-74.48154
6407,"Cranbury Township, NJ",40.31622,-74.51376
6408,"Orangeburg, NY",41.0488,-73.9408
6409,"Jackson, WI",43.3233,-88.1666
6410,"Willard, OH",41.0518,-82.7232
6411,"Wilmington, CA",33.78002,-118.26257
6412,"Fulton, IL",41.865,-90.1593
6413,"Batchelor, LA",30.84046,-91.66151
6414,"Stevensville, MI",42.0139,-86.5243
6415,"Watertown, WI",43.1893,-88.7285
6416,"Jackson, OH",39.0448,-82.6458
6417,"Bellows Falls, VT",43.1344,-72.455
6418,"East St Louis, IL",38.6245,-90.15094
6419,"Williams, MN",48.768,-94.9533
6420,"Croydon, PA",40.0911,-74.8975
6421,"Brookfield, OH",41.24061,-80.55785
6422,"Justin, TX",33.0882,-97.3041
6423,"Chesterton, IN",41.5997,-87.055
6424,"Oak Park, MI",42.4649,-83.1824
6425,"Alexandria, LA",31.2923,-92.4702
6426,"Lavonia, GA",34.4341,-83.1079
6427,"Dexter, MI",42.3319,-83.8803
6428,"Temple, TX",31.1068,-97.3891
6429,"March ARB, CA",33.8888,-117.2776
6430,"Ballard, WA",-29.45037,120.8362
6431,"Hackensack, NJ",40.8891,-74.0462
6432,"Madera, CA",36.963,-120.0778
6433,"Woolwich Township, NJ",39.72957,-75.35036
6434,"Salt Lake City, UT",40.7776,-111.9311
6435,"Monument, CO",39.0736,-104.8467
6436,"Sterrett, AL",33.449,-86.4645
6437,"Forest City, MO",39.9829,-95.1883
6438,"North Java, NY",42.68367,-78.33779
6439,"La Porte, IN",41.6069,-86.7142
6440,"Marshall, TX",32.537,-94.3515
6441,"Sanford, NC",35.4875,-79.177
6442,"Lake City, FL",30.1901,-82.6471
6443,"Meridian, MS",32.3846,-88.6896
6444,"Lawrence, PA",40.304,-80.122
6445,"Athens, OH",39.327,-82.0987
6446,"La Jolla, CA",32.84727,-117.2742
6447,"Mount Eaton, OH",40.6948,-81.7021
6448,"Silver Springs, NY",42.6605,-78.0855
6449,"Antioch, TN",36.06006,-86.67222
6450,"Hillside, IL",41.8675,-87.9019
6451,"San Lorenzo, CA",37.6733,-122.1332
6452,"Mount Olive, NJ",40.87121,-74.73405
6453,"Crooksville, OH",39.769,-82.0956
6454,"Diller, NE",40.1089,-96.9374
6455,"Fergus Falls, MN",46.2854,-96.0758
6456,"Cherokee, IA",42.7499,-95.5529
6457,"Glen Ullin, ND",46.812,-101.8333
6458,"Hyrum, UT",41.6325,-111.8445
6459,"Fort Morgan, CO",40.2537,-103.7903
6460,"Columbus, WI",43.3354,-89.03
6461,"Holden, MA",42.35176,-71.86341
6462,"Butler, IN",41.4274,-84.8721
6463,"Estherville, IA",43.3997,-94.8342
6464,"Granbury, TX",32.4475,-97.7702
6465,"Grand Rapids, MN",47.238,-93.5327
6466,"Alva, OK",36.7895,-98.6649
6467,"W SPRINGFIELD, MA",42.16009,-72.13952
6468,"Fairfax, SC",32.9594,-81.2363
6469,"Simpsonville, SC",34.7287,-82.2569
6470,"Marshall, NC",35.7973,-82.6818
6471,"Orange City, IA",43.0023,-96.0566
6472,"Melrose, MN",45.6757,-94.8128
6473,"Davis, IL",42.4215,-89.4156
6474,"Lindon, UT",40.3414,-111.7187
6475,"Port Jefferson Station, NY",40.9259,-73.0652
6476,"Raphine, VA",37.93735,-79.23281
6477,"Oliver Springs, TN",36.0399,-84.3285
6478,"Owenton, KY",38.5385,-84.8411
6479,"Wolcott, IN",40.7589,-87.042
6480,"Warsaw, KY",38.7774,-84.904
6481,"Haviland, OH",41.0178,-84.5853
6482,"Lachine, MI",45.07751,-83.7161
6483,"Stillwater, OK",36.1317,-97.0742
6484,"Aberdeen, MS",33.8287,-88.5539
6485,"Jasper, TX",30.9221,-93.9947
6486,"Paramount, CA",33.8977,-118.1651
6487,"Rancho Cordova, CA",38.5737,-121.2527
6488,"Lannon, WI",43.1521,-88.1605
6489,"Avon, IN",39.7601,-86.3916
6490,"Madison, IL",38.7024,-90.1501
6491,"Merriam, KS",39.0186,-94.6933
6492,"Warren, RI",43.60192,-73.57946
6493,"Troy, TX",31.2,-97.3019
6494,"Whitehall, OH",39.9682,-82.8833
6495,"Dunbar, WV",38.3688,-81.7345
6496,"Hagerstown, MD",39.6401,-77.7217
6497,"Hampton, NH",42.93759,-70.83894
6498,"Stokesdale, NC",36.2318,-79.9834
6499,"Pekin, IL",40.5678,-89.6251
6500,"Triadelphia, WV",40.0483,-80.623
6501,"Coldwater, MI",41.9465,-84.9989
6502,"Minneapolis, MN",44.9635,-93.2678
6503,"North Hollywood, CA",34.09834,-118.32674
6504,"Mccarran, NV",36.08521,-115.15068
6505,"Duncansville, PA",40.4263,-78.4303
6506,"Portageville, MO",36.4295,-89.6993
6507,"North Chicago, IL",42.3172,-87.8595
6508,"Parkland, WA",47.1417,-122.4376
6509,"Eureka, MO",38.5004,-90.6491
6510,"Black Creek, NC",35.6366,-77.9326
6511,"West Haven, CT",41.2739,-72.9672
6512,"Oskaloosa, IA",41.2922,-92.6404
6513,"Sulphur Springs, TX",33.1421,-95.6122
6514,"Hudson, MA",42.39176,-71.56618
6515,"Laguna Hills, CA",33.5918,-117.6991
6516,"Unionville, VA",38.25986,-77.96833
6517,"Bluefield, VA",37.2351,-81.2751
6518,"East Liberty, OH",40.3339,-83.585
6519,"Norwood Young America, MN",44.7721,-93.9192
6520,"Watkins Glen, NY",42.3801,-76.8673
6521,"Maple Shade, NJ",39.95261,-74.99239
6522,"Plainview, TX",34.1911,-101.7235
6523,"Nicholls, GA",31.5186,-82.6396
6524,"Waterford, PA",41.94283,-79.9845
6525,"Shorter, AL",32.4077,-85.9413
6526,"Malone, WI",43.86027,-88.28149
6527,"Cottage Grove, OR",43.796,-123.0573
6528,"Sadsburyville, PA",39.983,-75.8937
6529,"Vesper, WI",44.4805,-89.9676
6530,"Chester, PA",39.8456,-75.3718
6531,"Slatersville, RI",42.00038,-71.57979
6532,"Linton, IN",39.0354,-87.1577
6533,"Claremont, CA",34.1259,-117.7153
6534,"Topeka, IN",41.5394,-85.5475
6535,"Bordentown, NJ",40.14622,-74.71183
6536,"Saline, MI",42.174,-83.778
6537,"Mount Vernon, KY",37.3654,-84.3401
6538,"Norfolk, NE",42.0324,-97.4217
6539,"Monroe, WI",42.603,-89.6381
6540,"Bedford, TX",32.8464,-97.135
6541,"Montrose, IA",40.5258,-91.416
6542,"Carrothers, OH",40.99811,-82.92213
6543,"Burton, MI",42.9974,-83.6175
6544,"Concord, MI",42.1762,-84.6456
6545,"Warren, MI",42.4934,-83.027
6546,"Benton Harbor, MI",42.1159,-86.4488
6547,"South Saint Paul, MN",44.89274,-93.03494
6548,"Flower Mound, TX",33.0343,-97.1146
6549,"Brinkley, AR",34.89,-91.1902
6550,"Wilmington, OH",39.4362,-83.8141
6551,"Menasha, WI",44.2125,-88.4271
6552,"Pen Argyl, PA",40.8676,-75.2534
6553,"Powhatan, VA",37.5427,-77.9267
6554,"Morehead City, NC",34.7308,-76.7388
6555,"Orleans, IN",38.6615,-86.4517
6556,"Noblesville, IN",40.0355,-86.0042
6557,"Harrison, OH",39.2584,-84.7868
6558,"Vernon, CA",34.0019,-118.2105
6559,"Yorkville, WI",42.7155,-88.0097
6560,"Selmer, TN",35.1708,-88.5955
6561,"Shelby, IA",41.5067,-95.4506
6562,"Moore, SC",34.83346,-81.99205
6563,"Farr West, UT",41.3015,-112.0318
6564,"Carrollton, OH",40.5787,-81.0907
6565,"Penn Yan, NY",42.6609,-77.0535
6566,"Troy Grove, IL",41.4657,-89.0815
6567,"Science Hill, KY",37.1741,-84.6329
6568,"Romeoville, IL",41.6318,-88.0997
6569,"Laceys Spring, AL",34.53426,-86.60416
6570,"Monticello, KY",36.8412,-84.8502
6571,"Hollister, CA",36.8555,-121.3986
6572,"Waukesha, WI",43.0087,-88.2464
6573,"Midland, PA",40.6374,-80.4565
6574,"Bloomington, IN",39.1637,-86.5257
6575,"Everett, MA",42.4064,-71.0545
6576,"Southlake, TX",32.9545,-97.1503
6577,"Spotsylvania, VA",38.18502,-77.65597
6578,"Jarrell, TX",30.8103,-97.6144
6579,"Savannah, GA",32.0286,-81.1821
6580,"Richardson, TX",32.9716,-96.7093
6581,"Saltsburg, PA",40.4848,-79.448
6582,"Bad Axe, MI",43.8043,-82.9985
6583,"Rustburg, VA",37.2712,-79.0962
6584,"Lancaster, KY",37.6148,-84.5815
6585,"Georgia, VT",44.72755,-73.11764
6586,"Lee, MA",32.60986,-85.48078
6587,"Enfield, NC",36.18,-77.669
6588,"Verona, PA",40.505,-79.8419
6589,"Milton, VT",44.63977,-73.11041
6590,"Pleasant Plains, IL",39.8747,-89.9183
6591,"Raleigh, NC",35.8324,-78.6429
6592,"Berkeley, CA",37.8722,-122.276
6593,"Athens, AL",34.7843,-86.9503
6594,"Aquebogue, NY",40.9425,-72.6149
6595,"Linden, CA",38.0186,-121.0994
6596,"Marietta, GA",33.9533,-84.5422
6597,"Maple Heights, OH",41.4094,-81.5625
6598,"Depew, NY",42.9118,-78.7043
6599,"Mossy Head, FL",30.74324,-86.31495
6600,"Manchester, NH",42.9848,-71.4447
6601,"Ponca City, OK",36.7235,-97.0677
6602,"Forest Lake, MN",45.2536,-92.9582
6603,"Cedar Lake, IN",41.3696,-87.4389
6604,"Rio Grande, NJ",39.0193,-74.8787
6605,"Warsaw, IN",41.2448,-85.8465
6606,"Mertztown, PA",40.5033,-75.6674
6607,"Enoree, SC",34.6593,-81.9609
6608,"Blandon, PA",40.4447,-75.8799
6609,"Bellefontaine, OH",40.3627,-83.763
6610,"Klamath Falls, OR",42.2195,-121.7754
6611,"Sapulpa, OK",36.0091,-96.1003
6612,"Hamilton, GA",32.7647,-84.8753
6613,"Malvern, AR",34.3734,-92.8205
6614,"Wiggins, CO",40.2286,-104.0724
6615,"Peru, IL",41.3482,-89.1371
6616,"Maywood, IL",41.8798,-87.8442
6617,"Onawa, IA",42.0265,-96.0909
6618,"Clinton, NC",35.0004,-78.3313
6619,"Littlefield, TX",33.9192,-102.3348
6620,"Moline, IL",41.4821,-90.492
6621,"New Hyde Park, NY",40.7323,-73.6858
6622,"Mettawa, IL",42.2445,-87.9197
6623,"Oswego, IL",41.6834,-88.3372
6624,"Altoona, PA",40.5082,-78.4007
6625,"New Vineyard, ME",44.80422,-70.12145
6626,"Mount Holly, VT",43.45229,-72.82482
6627,"Thousand Oaks, CA",34.1914,-118.8756
6628,"San Marcos, TX",29.8734,-97.9356
6629,"Cheektowaga, NY",43.03787,-78.77538
6630,"Brentwood, CA",37.9356,-121.719
6631,"Feasterville, PA",40.154,-74.9915
6632,"Boones Mill, VA",37.1156,-79.9514
6633,"Antonito, CO",37.0762,-106.0104
6634,"Florence, NJ",40.11955,-74.80544
6635,"Escondido, CA",33.1348,-117.0723
6636,"Indianola, MS",33.4492,-90.6447
6637,"Mexia, TX",31.6809,-96.4833
6638,"Midway, AR",36.3911,-92.4732
6639,"Hyattsville, MD",38.9613,-76.9548
6640,"Bear Creek, WI",44.5313,-88.7275
6641,"Richmond, CA",37.9477,-122.3389
6642,"Warren, OR",45.8133,-122.8796
6643,"Bayport, NY",40.7461,-73.0546
6644,"Hopkins, MN",44.9259,-93.4056
6645,"Moraine, OH",39.6983,-84.2458
6646,"Cape Canaveral, FL",28.3933,-80.6049
6647,"Boston, MA",42.3188,-71.0852
6648,"White Bluff, TN",36.1005,-87.2117
6649,"Clarksville, AR",35.457,-93.4803
6650,"Gloucester City, NJ",39.8924,-75.1172
6651,"Conway, NH",43.97924,-71.12035
6652,"Gustine, CA",37.2545,-120.9949
6653,"Ithaca, MI",43.2911,-84.5956
6654,"North Royalton, OH",41.3138,-81.745
6655,"El Paso, IL",40.7405,-89.0183
6656,"Perry, FL",30.109,-83.5821
6657,"Sheffield, MA",34.76509,-87.69864
6658,"New Haven, MO",38.6048,-91.2179
6659,"Plymouth, MA",42.08343,-71.01838
6660,"City of Industry, CA",34.01973,-117.95868
6661,"Fletcher, NC",35.4316,-82.5039
6662,"Riesel, TX",31.4763,-96.9303
6663,"Staunton, VA",38.1593,-79.0611
6664,"Mills River, NC",35.3853,-82.5854
6665,"Milwaukie, OR",45.4445,-122.6219
6666,"Amasa, MI",46.2295,-88.4579
6667,"Vonore, TN",35.5977,-84.2364
6668,"Curtis Bay, MD",39.22677,-76.58802
6669,"Princeton, KY",37.1068,-87.8853
6670,"Hammonton, NJ",39.6572,-74.7678
6671,"Middlebury Center, PA",41.84368,-77.27442
6672,"Jay, FL",30.9504,-87.1523
6673,"Mays Landing, NJ",39.4506,-74.7098
6674,"Mojave, CA",35.0139,-118.1896
6675,"Trenton, MO",40.0818,-93.603
6676,"Acton, MA",42.48509,-71.43284
6677,"Girard, KS",37.5094,-94.8456
6678,"Dupo, IL",38.5146,-90.2168
6679,"De Kalb, TX",33.5076,-94.6166
6680,"Ecru, MS",34.355,-89.0222
6681,"Brillion, WI",44.1758,-88.0707
6682,"Mode, IL",39.26643,-88.73367
6683,"Ridgeway, SC",34.3066,-80.9601
6684,"Firestone, CO",40.1565,-104.9494
6685,"North Hampton, NH",42.93759,-70.83894
6686,"Putnam, CT",41.9151,-71.90896
6687,"Lake in the Hills, IL",42.1913,-88.3477
6688,"Mountain View, WY",41.2724,-110.3342
6689,"Marquette, IA",43.0443,-91.192
6690,"New Eagle, PA",40.2063,-79.9532
6691,"New Port Richey, FL",28.2468,-82.717
6692,"Lynchburg, VA",37.4003,-79.1909
6693,"Shippensburg, PA",40.0484,-77.5227
6694,"Oldham, SD",44.2281,-97.3096
6695,"East point, GA",33.67955,-84.43937
6696,"Batavia, NY",42.9987,-78.1802
6697,"Vestal, NY",42.08507,-76.05381
6698,"Mount Sterling, OH",39.7134,-83.2735
6699,"Gastonia, NC",35.2494,-81.1854
6700,"Stephentown, NY",42.54869,-73.374
6701,"Labadie, MO",38.52894,-90.85014
6702,"Frederick, SD",45.8319,-98.5067
6703,"Etowah, TN",35.3381,-84.5282
6704,"Tar Heel, NC",34.734,-78.791
6705,"Fort Myers Beach, FL",26.4308,-81.9146
6706,"Springfield, OH",39.93,-83.7959
6707,"Greensburg, IN",39.3518,-85.5028
6708,"Foothill Ranch, CA",33.68641,-117.66088
6709,"Arden Hills, MN",45.0721,-93.167
6710,"Cadet, MO",37.98755,-90.68846
6711,"Franklin, KY",36.7177,-86.5595
6712,"Flushing, NY",40.76538,-73.81736
6713,"Hummelstown, PA",40.2657,-76.7126
6714,"New Albany, IN",38.309,-85.8234
6715,"Menomonie, WI",44.8893,-91.9084
6716,"Richardton, ND",46.8841,-102.3332
6717,"Arnolds Park, IA",43.3602,-95.1264
6718,"Glen Carbon, IL",38.758,-89.9822
6719,"O Fallon, IL",38.81061,-90.69985
6720,"Great Bend, KS",38.3593,-98.8015
6721,"Sutton, NE",40.6072,-97.8589
6722,"Hopkins, SC",33.8983,-80.8599
6723,"Cookeville, TN",36.1482,-85.5109
6724,"Harrold, SD",44.5258,-99.7416
6725,"LYNWOOD, IL",41.52642,-87.53865
6726,"Roseville, CA",38.7703,-121.3196
6727,"Lodi, WI",43.3154,-89.5367
6728,"Valley City, ND",46.9222,-98.0055
6729,"Glen Rose, TX",32.2461,-97.7442
6730,"Secaucus, NJ",40.781,-74.0659
6731,"Lithia Springs, GA",33.7811,-84.6487
6732,"Saint Cloud, FL",28.2489,-81.28118
6733,"Southard, OK",-72.18333,159.93333
6734,"Lutz, FL",28.1396,-82.4467
6735,"Troutman, NC",35.6873,-80.883
6736,"Woodburn, IN",41.1287,-84.8503
6737,"Cottonwood, AZ",34.7195,-112.0016
6738,"Preston, MD",38.7112,-75.9087
6739,"Tomball, TX",30.0951,-95.6194
6740,"Angelica, NY",42.30673,-78.01584
6741,"Saginaw, TX",32.8657,-97.3654
